event_id,event_time,event_type,unit_id,model_id,shipment_id,sale_id,from_status,to_status,from_location_id,to_location_id,quantity,user_id,notes
E-000026,2025-09-23 10:15,UNIT_CREATED,U-000026,M-0012,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000027,2025-09-23 10:34,UNIT_CREATED,U-000027,M-0012,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000028,2025-09-23 10:56,UNIT_CREATED,U-000028,M-0012,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000029,2025-09-23 10:55,UNIT_CREATED,U-000029,M-0012,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000030,2025-09-23 10:14,UNIT_CREATED,U-000030,M-0012,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000031,2025-09-23 10:15,UNIT_CREATED,U-000031,M-0012,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000032,2025-09-23 10:56,UNIT_CREATED,U-000032,M-0012,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000033,2025-09-23 10:21,UNIT_CREATED,U-000033,M-0012,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000034,2025-09-23 10:08,UNIT_CREATED,U-000034,M-0012,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000035,2025-09-23 10:51,UNIT_CREATED,U-000035,M-0012,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000036,2025-09-23 10:39,UNIT_CREATED,U-000036,M-0012,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000037,2025-09-23 10:45,UNIT_CREATED,U-000037,M-0005,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000038,2025-09-23 10:47,UNIT_CREATED,U-000038,M-0005,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000039,2025-09-23 10:59,UNIT_CREATED,U-000039,M-0005,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000040,2025-09-23 10:45,UNIT_CREATED,U-000040,M-0005,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000041,2025-09-23 10:36,UNIT_CREATED,U-000041,M-0005,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000042,2025-09-23 10:09,UNIT_CREATED,U-000042,M-0005,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000043,2025-09-23 10:23,UNIT_CREATED,U-000043,M-0018,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000044,2025-09-23 10:20,UNIT_CREATED,U-000044,M-0018,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000045,2025-09-23 10:16,UNIT_CREATED,U-000045,M-0018,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000046,2025-09-23 10:42,UNIT_CREATED,U-000046,M-0018,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000047,2025-09-23 10:15,UNIT_CREATED,U-000047,M-0018,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000048,2025-09-23 10:43,UNIT_CREATED,U-000048,M-0018,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000049,2025-09-23 10:06,UNIT_CREATED,U-000049,M-0018,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000050,2025-09-23 10:01,UNIT_CREATED,U-000050,M-0018,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000051,2025-09-23 10:19,UNIT_CREATED,U-000051,M-0018,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000052,2025-09-23 10:02,UNIT_CREATED,U-000052,M-0018,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000053,2025-09-23 10:20,UNIT_CREATED,U-000053,M-0018,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000054,2025-09-23 10:53,UNIT_CREATED,U-000054,M-0018,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000055,2025-09-23 10:52,UNIT_CREATED,U-000055,M-0018,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000056,2025-09-23 10:45,UNIT_CREATED,U-000056,M-0018,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000057,2025-09-23 10:00,UNIT_CREATED,U-000057,M-0018,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000058,2025-09-23 10:15,UNIT_CREATED,U-000058,M-0030,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000059,2025-09-23 10:32,UNIT_CREATED,U-000059,M-0030,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000060,2025-09-23 10:49,UNIT_CREATED,U-000060,M-0030,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000061,2025-09-23 10:32,UNIT_CREATED,U-000061,M-0030,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000062,2025-09-23 10:51,UNIT_CREATED,U-000062,M-0030,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000063,2025-09-23 10:10,UNIT_CREATED,U-000063,M-0030,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000064,2025-09-23 10:20,UNIT_CREATED,U-000064,M-0030,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000065,2025-09-23 10:44,UNIT_CREATED,U-000065,M-0030,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000066,2025-09-23 10:42,UNIT_CREATED,U-000066,M-0030,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000067,2025-09-23 10:13,UNIT_CREATED,U-000067,M-0030,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000068,2025-09-23 10:30,UNIT_CREATED,U-000068,M-0030,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000069,2025-09-23 10:47,UNIT_CREATED,U-000069,M-0030,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000070,2025-09-23 10:03,UNIT_CREATED,U-000070,M-0030,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000071,2025-09-23 10:10,UNIT_CREATED,U-000071,M-0028,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000072,2025-09-23 10:51,UNIT_CREATED,U-000072,M-0028,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000073,2025-09-23 10:56,UNIT_CREATED,U-000073,M-0028,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000074,2025-09-23 10:12,UNIT_CREATED,U-000074,M-0028,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000075,2025-09-23 10:19,UNIT_CREATED,U-000075,M-0028,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000076,2025-09-23 10:40,UNIT_CREATED,U-000076,M-0028,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000077,2025-09-23 10:06,UNIT_CREATED,U-000077,M-0028,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000078,2025-09-23 10:10,UNIT_CREATED,U-000078,M-0028,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000079,2025-09-23 10:09,UNIT_CREATED,U-000079,M-0028,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000080,2025-09-23 10:13,UNIT_CREATED,U-000080,M-0028,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000081,2025-09-23 10:36,UNIT_CREATED,U-000081,M-0028,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000082,2025-09-23 10:08,UNIT_CREATED,U-000082,M-0028,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000083,2025-09-23 10:45,UNIT_CREATED,U-000083,M-0028,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000084,2025-09-23 10:20,UNIT_CREATED,U-000084,M-0028,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000085,2025-09-23 10:35,UNIT_CREATED,U-000085,M-0028,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000086,2025-09-23 10:23,UNIT_CREATED,U-000086,M-0010,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000087,2025-09-23 10:45,UNIT_CREATED,U-000087,M-0010,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000088,2025-09-23 10:25,UNIT_CREATED,U-000088,M-0010,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000089,2025-09-23 10:33,UNIT_CREATED,U-000089,M-0010,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000090,2025-09-23 10:48,UNIT_CREATED,U-000090,M-0010,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000091,2025-09-23 10:07,UNIT_CREATED,U-000091,M-0010,S-0001,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000092,2025-09-23 10:04,UNIT_CREATED,U-000092,M-0010,S-0001,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000093,2025-09-23 10:30,UNIT_CREATED,U-000093,M-0010,S-0001,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000094,2025-09-23 10:05,UNIT_CREATED,U-000094,M-0003,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000095,2025-09-23 10:07,UNIT_CREATED,U-000095,M-0003,S-0001,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000096,2025-09-30 10:55,UNIT_CREATED,U-000096,M-0007,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000097,2025-09-30 10:46,UNIT_CREATED,U-000097,M-0007,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000098,2025-09-30 10:20,UNIT_CREATED,U-000098,M-0007,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000099,2025-09-30 10:29,UNIT_CREATED,U-000099,M-0007,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000100,2025-09-30 10:11,UNIT_CREATED,U-000100,M-0007,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000101,2025-09-30 10:32,UNIT_CREATED,U-000101,M-0007,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000102,2025-09-30 10:11,UNIT_CREATED,U-000102,M-0007,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000103,2025-09-30 10:55,UNIT_CREATED,U-000103,M-0007,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000104,2025-09-30 10:47,UNIT_CREATED,U-000104,M-0007,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000105,2025-09-30 10:28,UNIT_CREATED,U-000105,M-0007,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000106,2025-09-30 10:40,UNIT_CREATED,U-000106,M-0027,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000107,2025-09-30 10:25,UNIT_CREATED,U-000107,M-0027,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000108,2025-09-30 10:31,UNIT_CREATED,U-000108,M-0027,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000109,2025-09-30 10:45,UNIT_CREATED,U-000109,M-0027,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000110,2025-09-30 10:27,UNIT_CREATED,U-000110,M-0027,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000111,2025-09-30 10:29,UNIT_CREATED,U-000111,M-0029,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000112,2025-09-30 10:40,UNIT_CREATED,U-000112,M-0029,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000113,2025-09-30 10:13,UNIT_CREATED,U-000113,M-0029,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000114,2025-09-30 10:37,UNIT_CREATED,U-000114,M-0029,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000115,2025-09-30 10:20,UNIT_CREATED,U-000115,M-0029,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000116,2025-09-30 10:19,UNIT_CREATED,U-000116,M-0029,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000117,2025-09-30 10:21,UNIT_CREATED,U-000117,M-0029,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000118,2025-09-30 10:55,UNIT_CREATED,U-000118,M-0029,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000119,2025-09-30 10:16,UNIT_CREATED,U-000119,M-0029,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000120,2025-09-30 10:43,UNIT_CREATED,U-000120,M-0029,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000121,2025-09-30 10:50,UNIT_CREATED,U-000121,M-0029,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000122,2025-09-30 10:00,UNIT_CREATED,U-000122,M-0029,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000123,2025-09-30 10:05,UNIT_CREATED,U-000123,M-0029,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000124,2025-09-30 10:12,UNIT_CREATED,U-000124,M-0029,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000125,2025-09-30 10:24,UNIT_CREATED,U-000125,M-0018,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000126,2025-09-30 10:17,UNIT_CREATED,U-000126,M-0018,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000127,2025-09-30 10:47,UNIT_CREATED,U-000127,M-0018,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000128,2025-09-30 10:06,UNIT_CREATED,U-000128,M-0018,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000129,2025-09-30 10:02,UNIT_CREATED,U-000129,M-0018,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000130,2025-09-30 10:37,UNIT_CREATED,U-000130,M-0018,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000131,2025-09-30 10:39,UNIT_CREATED,U-000131,M-0018,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000132,2025-09-30 10:59,UNIT_CREATED,U-000132,M-0018,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000133,2025-09-30 10:41,UNIT_CREATED,U-000133,M-0018,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000134,2025-09-30 10:43,UNIT_CREATED,U-000134,M-0018,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000135,2025-09-30 10:12,UNIT_CREATED,U-000135,M-0018,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000136,2025-09-30 10:13,UNIT_CREATED,U-000136,M-0018,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000137,2025-09-30 10:20,UNIT_CREATED,U-000137,M-0018,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000138,2025-09-30 10:53,UNIT_CREATED,U-000138,M-0018,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000139,2025-09-30 10:11,UNIT_CREATED,U-000139,M-0018,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000140,2025-09-30 10:10,UNIT_CREATED,U-000140,M-0018,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000141,2025-09-30 10:00,UNIT_CREATED,U-000141,M-0022,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000142,2025-09-30 10:29,UNIT_CREATED,U-000142,M-0022,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000143,2025-09-30 10:52,UNIT_CREATED,U-000143,M-0022,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000144,2025-09-30 10:03,UNIT_CREATED,U-000144,M-0022,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000145,2025-09-30 10:12,UNIT_CREATED,U-000145,M-0022,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000146,2025-09-30 10:04,UNIT_CREATED,U-000146,M-0022,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000147,2025-09-30 10:09,UNIT_CREATED,U-000147,M-0022,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000148,2025-09-30 10:38,UNIT_CREATED,U-000148,M-0022,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000149,2025-09-30 10:42,UNIT_CREATED,U-000149,M-0022,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000150,2025-09-30 10:06,UNIT_CREATED,U-000150,M-0022,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000151,2025-09-30 10:15,UNIT_CREATED,U-000151,M-0003,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000152,2025-09-30 10:53,UNIT_CREATED,U-000152,M-0003,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000153,2025-09-30 10:43,UNIT_CREATED,U-000153,M-0003,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000154,2025-09-30 10:54,UNIT_CREATED,U-000154,M-0003,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000155,2025-09-30 10:52,UNIT_CREATED,U-000155,M-0023,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000156,2025-09-30 10:18,UNIT_CREATED,U-000156,M-0023,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000157,2025-09-30 10:43,UNIT_CREATED,U-000157,M-0023,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000158,2025-09-30 10:09,UNIT_CREATED,U-000158,M-0023,S-0002,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000159,2025-09-30 10:21,UNIT_CREATED,U-000159,M-0023,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000160,2025-09-30 10:32,UNIT_CREATED,U-000160,M-0023,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000161,2025-09-30 10:51,UNIT_CREATED,U-000161,M-0023,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000162,2025-09-30 10:47,UNIT_CREATED,U-000162,M-0023,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000163,2025-09-30 10:02,UNIT_CREATED,U-000163,M-0023,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000164,2025-09-30 10:35,UNIT_CREATED,U-000164,M-0023,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000165,2025-09-30 10:45,UNIT_CREATED,U-000165,M-0023,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000166,2025-09-30 10:20,UNIT_CREATED,U-000166,M-0023,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000167,2025-09-30 10:07,UNIT_CREATED,U-000167,M-0023,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000168,2025-09-30 10:24,UNIT_CREATED,U-000168,M-0013,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000169,2025-09-30 10:05,UNIT_CREATED,U-000169,M-0013,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000170,2025-09-30 10:10,UNIT_CREATED,U-000170,M-0013,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000171,2025-09-30 10:40,UNIT_CREATED,U-000171,M-0004,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000172,2025-09-30 10:05,UNIT_CREATED,U-000172,M-0004,S-0002,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
E-000173,2025-09-30 10:14,UNIT_CREATED,U-000173,M-0004,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000174,2025-09-30 10:34,UNIT_CREATED,U-000174,M-0004,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000175,2025-09-30 10:58,UNIT_CREATED,U-000175,M-0004,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000176,2025-09-30 10:19,UNIT_CREATED,U-000176,M-0004,S-0002,,,AVAILABLE,,L-0002,1,USR-0001,Alta unidad por recepción
E-000177,2025-09-30 10:09,UNIT_CREATED,U-000177,M-0004,S-0002,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000178,2025-10-07 10:58,UNIT_CREATED,U-000178,M-0013,S-0003,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000179,2025-10-07 10:23,UNIT_CREATED,U-000179,M-0013,S-0003,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000180,2025-10-07 10:57,UNIT_CREATED,U-000180,M-0013,S-0003,,,IN_REVIEW,,L-0005,1,USR-0001,Alta unidad por recepción
E-000181,2025-10-07 10:46,UNIT_CREATED,U-000181,M-0013,S-0003,,,AVAILABLE,,L-0004,1,USR-0001,Alta unidad por recepción
E-000182,2025-10-07 10:21,UNIT_CREATED,U-000182,M-0013,S-0003,,,AVAILABLE,,L-0003,1,USR-0001,Alta unidad por recepción
